PhraseId,SentenceId,Phrase,Sentiment,length
117575,6274,"exists to try to eke out an emotional tug of the heart , one which it fails to get",0,19
123966,6655,"to see the one of the world 's best actors , Daniel Auteuil ,",1,14
9194,384,"is shallow , offensive and redundant ,",0,7
22579,1020,"is visually smart , cleverly written",1,6
52838,2618,you ca n't miss it .,1,6
16857,730,why the cast and crew did n't sign a pact to burn the negative and the script and pretend the whole thing never existed,0,24
91872,4781,"its lack of logic and misuse of two fine actors , Morgan Freeman and Ashley Judd",0,16
67874,3446,"is derived from a lobotomy , having had all its vital essence scooped out and discarded",0,16
82647,4267,as the film has some of the best special effects ever,1,11
44958,2181,this ambitious comic escapade,1,4
29516,1368,"This is the kind of movie that you only need to watch for about thirty seconds before you say to yourself , ` Ah , yes , here we have a bad , bad , bad movie .",0,38
101559,5342,A deliciously nonsensical comedy about a city coming apart at its seams .,1,13
36765,1742,the worst,0,2
129228,6949,falls far short,0,3
130828,7050,the viewer to doze off for a few minutes or make several runs to the concession stand and\/or restroom and not feel as if he or she has missed anything,0,30
106016,5597,is nearly incoherent,0,3
115951,6181,"a terrible movie , just a stultifyingly obvious one -- an unrewarding collar for a murder mystery",0,17
134070,7236,"come closer than anyone could desire to the cheap , graceless , hackneyed sci-fi serials of the '30s and '40s",0,20
64077,3242,"Diesel is that rare creature -- an action hero with table manners , and one who proves that elegance is more than tattoo deep .",1,25
38868,1854,a wonderful thing,1,3
52797,2615,"with two fine , nuanced lead performances",1,7
67061,3404,engaging fantasy,1,2
122164,6547,most disappointing Woody Allen movie,0,5
65163,3297,Pacino is the best he 's been in years,1,9
13398,577,"We started to wonder if ... some unpaid intern had just typed ` Chris Rock , ' ` Anthony Hopkins ' and ` terrorists ' into some Univac-like script machine .",0,31
15088,649,"'s a terrible movie in every regard , and utterly painful to watch .",0,14
114655,6100,so bad in a major movie,0,6
89735,4670,"A first-class , thoroughly involving B movie that effectively combines two surefire , beloved genres -- the prison flick and the fight film .",1,24
73253,3742,'s remarkable procession of sweeping pictures that have reinvigorated the romance genre .,1,13
144694,7853,The power of this script,1,5
134440,7252,almost every possible way -- from the writing and direction to the soggy performances --,0,15
37986,1806,I could feel my eyelids ... getting ... very ... heavy ...,0,12
35545,1674,"is almost entirely witless and inane , carrying every gag two or three times beyond its limit to sustain a laugh",0,21
114652,6100,making his wife look so bad in a major movie,0,10
136124,7356,Woody Allen can write and deliver a one liner as well as anybody .,1,14
74696,3830,"'s dark and tragic , and lets the business of the greedy talent agents get in the way of saying something meaningful about facing death",0,25
93146,4854,The Ya-Ya 's have many secrets and one is - the books are better .,0,15
107530,5683,"French to truly capture the terrifying angst of the modern working man without turning the film into a cheap thriller , a dumb comedy or a sappy melodrama",1,28
116195,6192,extraordinarily rich landscape,1,3
68290,3466,"we do n't get Williams ' usual tear and a smile , just sneers and bile ,",0,17
102883,5421,a very good movie in any objective sense,1,8
121243,6492,Watching it was painful,0,4
56755,2853,"Assured , vital and well wrought",1,6
89225,4637,"Road to Perdition does display greatness , and it 's worth seeing .",1,13
122016,6540,sensuous and spirited,1,3
74784,3833,to enjoy for a lifetime,1,5
40892,1960,"A beyond-lame satire ,",0,4
114012,6060,Barry 's terrific performance,1,4
98135,5141,stinks so badly of hard-sell image-mongering,0,6
135297,7307,", it 's an observant , unfussily poetic meditation about identity and alienation .",1,14
80167,4130,incoherent jumble,0,2
136401,7375,", this flick is fun , and host to some truly excellent sequences .",1,14
37985,1806,", I could feel my eyelids ... getting ... very ... heavy ...",0,13
116807,6232,"It 's a compelling and horrifying story , and The Laramie Project is worthwhile for reminding us that this sort of thing does , in fact , still happen in America .",1,32
2235,85,"Tells a fascinating , compelling story .",1,7
137453,7437,'s a fantastic movie,1,4
104438,5511,Very stupid and annoying .,0,5
69174,3515,The sinister inspiration that fuelled DeVito 's early work is confused in Death to Smoochy into something both ugly and mindless .,0,22
94859,4949,The performances are remarkable .,1,5
32651,1530,Spy Kids a surprising winner with both adults and younger audiences,1,11
32823,1538,"are a couple of things that elevate `` Glory '' above most of its ilk , most notably the mere presence of Duvall",1,23
5101,199,superior horror flick,1,3
40191,1927,"The delicious trimmings ... arrive early and stay late , filling nearly every minute ... with a lighthearted glow , some impudent snickers , and a glorious dose of humankind 's liberating ability to triumph over a Scrooge or two",1,40
125666,6752,"See it now ,",1,4
86194,4462,is often preachy and poorly acted,0,6
29125,1348,"shows a level of young , Black manhood that is funny , touching , smart and complicated",1,17
98156,5143,like this movie a lot .,1,6
139806,7587,"re-create the excitement of such '50s flicks as Jules Verne 's ' 20,000 Leagues Under the Sea ' and the George Pal version of H.G. Wells ' ` The Time Machine",1,31
24487,1114,"charming , funny and beautifully",1,5
137826,7458,Cinema Paradiso stands as one of the great films about movie love .,1,13
117753,6286,a landmark in film history,1,5
15909,683,The year 's greatest adventure,1,5
80698,4157,"an appalling ` Ace Ventura ' rip-off that somehow manages to bring together Kevin Pollak , former wrestler Chyna and Dolly Parton .",0,23
145933,7935,funniest and most likeable movie,1,5
116586,6217,swinging from the trees hooting it 's praises,1,8
43882,2127,"is nicely shot , well-edited",1,5
119901,6412,", well-made B movie",1,4
145631,7916,truly deserving of its Oscar nomination,1,6
100595,5280,"... the movie is too heady for children , and too preachy for adults .",0,15
154661,8456,sweet-and-sour insider movie that film buffs will eat up like so much gelati,1,13
129218,6949,a shabby script,0,3
25571,1169,"Sparkling , often hilarious romantic jealousy comedy ... Attal looks so much like a young Robert DeNiro that it seems the film should instead be called ` My Husband Is Travis Bickle ' .",1,34
83784,4331,that fails on so many levels,0,6
80700,4157,an appalling ` Ace Ventura ' rip-off,0,7
72245,3693,is a fine-looking film with a bouncy score and a clutch of lively songs for deft punctuation .,1,18
10198,428,beautifully animated epic,1,3
93160,4855,"his -LRB- Nelson 's -RRB- screenplay needs some serious re-working to show more of the dilemma , rather than have his characters stage shouting",0,24
141392,7670,perfectly formed,1,2
124378,6681,"rewritten , and for the uncompromising knowledge that the highest power of all is the power of love",1,18
153164,8364,Mr. Schnitzler proves himself a deft pace master and stylist .,1,11
45074,2189,Cho 's timing is priceless .,1,6
98536,5165,"as a high concept vehicle for two bright stars of the moment who can rise to fans ' lofty expectations , the movie passes inspection",1,25
13662,586,it is a refreshingly forthright one,1,6
124071,6661,by surrounding himself with untalented people,0,6
46749,2276,a sadistic bike flick that would have made Vittorio De Sica proud,1,12
61740,3120,totally unnecessary prologue,0,3
17391,755,it ranks with the best of Herzog 's works,1,9
152043,8296,"Satan is throwing up his hands in surrender , is firing his R&D people , and has decided he will just screen The Master of Disguise 24\/7 .",0,28
133218,7187,viscerally exciting,1,2
88808,4613,"characterization , poignancy , and intelligence",1,6
108458,5739,what is otherwise a sumptuous work of B-movie imagination,1,9
25189,1152,unendurable viewing experience,0,3
38763,1849,"that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults",1,25
115607,6161,makes an amazing breakthrough in her first starring role and eats up the screen,1,14
89036,4628,"left with a story that tries to grab us , only to keep letting go at all the wrong moments",0,20
78003,4015,and surehanded direction,1,3
99345,5209,'s a worthy entry in the French coming-of-age genre,1,9
133443,7201,Parker should be commended for taking a fresh approach to familiar material,1,12
76666,3942,a great presence,1,3
64746,3278,is a great film .,1,5
110994,5881,populating its hackneyed and meanspirited storyline with cardboard characters and performers who value cash above credibility .,0,17
66621,3381,stupid and pointless,0,3
75154,3853,powerful and reasonably fulfilling,1,4
39773,1901,"can not help but love Cinema Paradiso , whether the original version or new Director 's Cut . '",1,19
99611,5226,"There are problems with this film that even 3 Oscar winners ca n't overcome , but",0,16
87770,4558,"Please , someone , stop Eric Schaeffer before he makes another film .",0,13
139323,7554,A touching drama about old age and grief with a tour de,1,12
78479,4037,worked for me,1,3
146562,7972,"tough , funny , rather chaotic show",1,7
120464,6441,while Thurman and Lewis give what can easily be considered career-best performances,1,12
148724,8091,"is contrived , unmotivated , and psychologically unpersuasive",0,8
44152,2140,enjoyable family fare,1,3
36981,1751,fare with real thematic heft,1,5
58846,2967,is a mess .,0,4
14320,617,hyper-realistic images,1,2
52689,2609,A minor film with major pleasures from Portuguese master Manoel de Oliviera ...,1,13
37718,1794,", pretentious mess .",0,4
115643,6163,", because of its heightened , well-shaped dramas , twice as powerful",1,12
118095,6308,one of the more influential works of the ` Korean New Wave ' .,1,14
141459,7675,"Stylistically , the movie is a disaster .",0,8
33261,1558,an example to up-and-coming documentarians,1,5
152090,8298,"does n't really know or care about the characters ,",0,10
139570,7573,"Leave it to John Sayles to take on developers , the Chamber of Commerce , tourism , historical pageants , and commercialism all in the same movie ... without neglecting character development for even one minute .",1,37
12205,522,"'s a sweet , laugh-a-minute crowd pleaser that lifts your spirits as well as the corners of your mouth .",1,20
133083,7178,Coral Reef Adventure is a heavyweight film that fights a good fight on behalf of the world 's endangered reefs -- and it lets the pictures do the punching,1,29
141359,7668,"An inventive , absorbing movie that 's as hard to classify as it is hard to resist .",1,18
48686,2377,'s only one way to kill Michael Myers for good : stop buying tickets to these movies,0,17
43743,2121,that special annex of hell,0,5
97706,5115,A bland animated sequel,0,4
46547,2265,", like its subjects , delivers the goods and audiences will have a fun , no-frills ride .",1,18
147592,8030,everything meshes in this elegant entertainment,1,6
64973,3288,one of the best ensemble casts of the year,1,9
31727,1487,These characters are so well established that the gang feels comfortable with taking insane liberties and doing the goofiest stuff out of left field,1,24
98294,5151,`` terrible,0,2
48309,2358,", I do n't know why Steven Seagal is considered a star , nor why he keeps being cast in action films when none of them are ever any good or make any money .",0,35
56202,2816,The latest Adam Sandler assault and possibly the worst film of the year .,0,14
97186,5081,"... a movie that , quite simply , should n't have been made .",0,14
154828,8469,is one of the best actors there is .,1,9
59874,3021,A delightful entree in the tradition of food movies .,1,10
30848,1436,"The first Tunisian film I have ever seen , and it 's also probably the most good-hearted yet sensual entertainment I 'm likely to see all year",1,27
119042,6363,riveting performances,1,2
13773,594,A visual spectacle full of stunning images and effects .,1,10
33280,1559,"A sun-drenched masterpiece , part parlor game",1,7
21914,980,"Its compelling mix of trial movie , escape movie and unexpected fable",1,12
46015,2238,"I 'm all for the mentally challenged getting their fair shot in the movie business , but surely it does n't have to be as a collection of keening and self-mutilating sideshow geeks",0,33
86566,4483,This low-rent -- and even lower-wit -- rip-off,0,8
133915,7226,add up to little more than a screenful of gamesmanship that 's low on both suspense and payoff,0,18
100640,5283,", funny and touching",1,4
92196,4798,"proficient ,",1,2
154046,8415,self-referential hot air,0,3
29170,1350,insufferable movie,0,2
67869,3446,"its apparent glee is derived from a lobotomy , having had all its vital essence scooped out and discarded .",0,20
64638,3271,the relationships were wonderful,1,4
93646,4883,Plotless collection of moronic stunts is by far the worst movie of the year .,0,15
138676,7515,so uninspiring,0,2
19908,882,is a brilliant movie,1,4
21543,963,the process created a masterful work of art of their own,1,11
123512,6632,"wonderful , imaginative script",1,4
136376,7373,"absurd plot twists , idiotic court maneuvers",0,7
33400,1566,comes at film with bracing intelligence and a vision both painterly and literary,1,13
58805,2965,terrific special effects,1,3
136417,7376,"Some of the visual flourishes are a little too obvious , but restrained and subtle storytelling",1,16
130794,7048,", creativity , and fearlessness",1,5
25748,1176,Maguire makes it a comic book with soul,1,8
82654,4267,best special effects,1,3
82179,4241,"Bread , My Sweet has so many flaws it would be easy for critics to shred it .",0,18
143174,7771,entirely wholesome,1,2
28544,1319,falls flat as thinking man CIA agent Jack Ryan in this summer 's new action film,0,16
95498,4987,"The biggest problem with Roger Avary 's uproar against the MPAA is that , even in all its director 's cut glory , he 's made a film that 's barely shocking , barely interesting and most of all , barely anything .",0,43
123369,6624,"which half of Dragonfly is worse : The part where nothing 's happening , or the part where something 's happening",0,21
146143,7947,flat-out amusing,1,2
117757,6287,"Like the best of Godard 's movies ... it is visually ravishing , penetrating , impenetrable .",1,17
80728,4158,simply ca n't recommend it enough .,1,7
51532,2538,are lush and inventive,1,4
144099,7821,most repugnant adaptation,0,3
153478,8383,the only way for a reasonably intelligent person to get through The Country Bears,0,14
147635,8034,", this is a movie that tells stories that work -- is charming , is moving",1,16
60221,3039,"a sense of light-heartedness , that makes it attractive throughout",1,10
144096,7820,vibrant with originality,1,3
97666,5112,limply between bizarre comedy and pallid horror,0,7
95437,4985,"as stiff , ponderous and charmless as a mechanical apparatus",0,10
119907,6413,one of the movies you 'd want to watch if you only had a week to live,1,17
150455,8198,"I was hoping that it would be sleazy and fun , but it was neither",0,15
88487,4598,overwrought and crudely literal,0,4
849,32,"Hampered -- no , paralyzed -- by a self-indulgent script ... that aims for poetry and ends up sounding like satire .",0,22
73560,3760,its story was making no sense at all,0,8
32000,1497,it has considerable charm .,1,5
71486,3646,obnoxious 88-minute,0,2
55800,2791,"graceful , moving",1,3
65745,3333,"It 's a loathsome movie ,",0,6
66890,3394,it is a failure .,0,5
74348,3809,", Amari 's film falls short in building the drama of Lilia 's journey .",0,15
31705,1486,A poky and pseudo-serious exercise in sham actor workshops and an affected malaise .,0,14
45352,2205,"A charming , banter-filled comedy ... one of those airy cinematic bon bons whose aims -- and by extension , accomplishments -- seem deceptively slight on the surface",1,28
116123,6188,"dumb , credulous , unassuming , subordinate",0,7
65530,3319,"inane , humorless and under-inspired",0,5
26314,1204,its lavish grandeur,1,3
9112,381,"Every individual will see the movie through the prism of his or her own beliefs and prejudices , but the one thing most will take away is the sense that peace is possible .",1,34
146060,7942,with every cinematic tool well under his control,1,8
58344,2941,"As pure over-the-top trash , any John Waters movie has it beat by a country mile .",0,17
7005,280,", the dialogue sounds like horrible poetry .",0,8
61171,3091,hilariously wicked black comedy,1,4
90334,4702,"This is rote spookiness , with nary an original idea -LRB- or role , or edit , or score , or anything , really -RRB- in sight , and the whole of the proceedings beg the question ` Why",0,39
11755,507,"if the essence of magic is its make-believe promise of life that soars above the material realm , this is the opposite of a truly magical movie .",1,28
28193,1297,"A gem , captured in the unhurried , low-key style",1,10
94353,4924,Those of you who are not an eighth grade girl will most likely doze off during this one .,0,19
21820,977,"that accomplishes its primary goal without the use of special effects , but rather by emphasizing the characters",1,18
93814,4893,quite rich and exciting,1,4
90039,4684,to term an `` ambitious failure,0,6
109818,5818,"Many went to see the attraction for the sole reason that it was hot outside and there was air conditioning inside ,",0,22
84474,4369,shot on ugly digital video,0,5
105219,5556,This is a sincerely crafted picture that deserves to emerge from the traffic jam of holiday movies .,1,18
69186,3515,is confused in Death to Smoochy into something both ugly and mindless,0,12
79528,4095,"An invaluable historical document thanks to the filmmaker 's extraordinary access to Massoud , whose charm , cultivation and devotion to his people are readily apparent",1,26
41330,1984,irredeemably awful .,0,3
15494,664,an obvious rapport with her actors,1,6
31302,1462,the hastily and amateurishly,0,4
64312,3255,is almost guaranteed that even the stuffiest cinema goers will laugh their \*\*\* off for an hour-and-a-half,1,17
76273,3915,A chiller resolutely without chills .,0,6
33074,1550,so dull,0,2
37262,1769,are scenes of cinematic perfection that steal your heart away,1,10
123173,6611,done excellent work,1,3
54379,2702,"until its absurd , contrived , overblown , and entirely implausible finale",0,12
47026,2292,Easily one of the best and most exciting movies of the year .,1,13
151700,8276,"almost completely dry of humor , verve and fun",0,9
62801,3178,"The problem is that for the most part , the film is deadly dull .",0,15
38337,1825,a dud,0,2
123368,6624,"sure which half of Dragonfly is worse : The part where nothing 's happening , or the part where something 's happening",0,22
127947,6883,"consistently funny , in an irresistible junior-high way , and consistently free",1,12
152035,8296,"In a big corner office in Hell , Satan is throwing up his hands in surrender , is firing his R&D people , and has decided he will just screen The Master of Disguise 24\/7 .",0,36
138325,7488,under-rehearsed and lifeless,0,3
86284,4468,"Transcends its agenda to deliver awe-inspiring , at times sublime , visuals",1,12
71476,3645,weaving a theme throughout this funny film,1,7
118929,6356,tedious as the chatter of parrots raised on Oprah,0,9
154716,8461,", so dumb",0,3
125931,6765,a train wreck,0,3
147920,8049,engage an audience,1,3
139163,7544,"Spectacular in every sense of the word , even if you don ' t know an Orc from a Uruk-Hai .",1,21
30411,1411,morphs into a mundane '70s disaster flick,0,7
35986,1699,brilliant and brutal,1,3
91192,4744,gorgeous epic,1,2
83342,4304,A well-rounded tribute to a man whose achievements -- and complexities -- reached far beyond the end zone .,1,19
115610,6161,makes an amazing breakthrough,1,4
64740,3278,The most wondrous love story in years,1,7
46004,2237,absurd lengths,0,2
110991,5881,profoundly stupid affair,0,3
131901,7111,"irresistible , languid romanticism",1,4
41730,2009,"Slack and uninspired , and peopled mainly by characters so unsympathetic that you 're left with a sour taste in your mouth",0,22
92983,4844,"of the most moronic screenplays of the year , full of holes that will be obvious even to those who are n't looking for them",0,25
7905,322,to have been made by people to whom the idea of narrative logic or cohesion is an entirely foreign concept,0,20
27238,1253,best-foreign-film Oscar,1,2
128888,6932,"slight , weightless fairy tale",0,5
72454,3703,"A boring , pretentious muddle that uses a sensational , real-life 19th-Century crime as a metaphor for -- well , I 'm not exactly sure what -- and has all the dramatic weight of a raindrop .",0,37
47786,2329,a fudged opportunity,0,3
83551,4319,"genial is the conceit , this is one of those rare pictures that you root for throughout",1,17
143402,7783,good and ambitious film,1,4
45262,2201,damned compelling,1,2
139961,7593,"then again , I hate myself most mornings .",0,9
30107,1397,", what an idea , what a thrill ride .",1,10
54725,2723,crap like this,0,3
103649,5466,falls flat as a spoof,0,5
73444,3753,comes out looking like something wholly original,1,7
27468,1261,churn out one mediocre movie after another,0,7
98465,5161,", with really solid performances by Ving Rhames and Wesley Snipes .",1,12
148284,8070,"What remains is a variant of the nincompoop Benigni persona , here a more annoying , though less angry version of the irresponsible Sandlerian manchild , undercut by the voice of the star of Road Trip .",0,37
24829,1133,"funny in the way that makes you ache with sadness -LRB- the way Chekhov is funny -RRB- , profound without ever being self-important , warm without ever succumbing to sentimentality",1,30
149411,8132,this is sure to raise audience 's spirits and leave them singing long after the credits roll .,1,18
63477,3212,a lot like a well-made PB & J sandwich,1,9
59379,2994,cobbled together from largely flat and uncreative moments,0,8
143996,7816,"would have done well to end this flawed , dazzling series with the raising of something other than his own cremaster",0,21
113442,6029,Excellent performances from Jacqueline Bisset and Martha Plimpton,1,8
14391,620,a canny crowd pleaser,1,4
34284,1610,", who approaches his difficult , endless work with remarkable serenity and discipline .",1,14
89828,4674,a movie that deserves recommendation,1,5
102972,5427,ludicrous film,0,2
46534,2264,The emotional overload of female angst irreparably drags the film down .,0,12
35200,1655,Burns 's strongest film since The Brothers McMullen,1,8
95944,5013,"a delightful , witty , improbable romantic comedy",1,8
48881,2387,a terribly obvious melodrama and rough-hewn vanity project for lead actress Andie MacDowell,0,13
132644,7152,"is a waste of De Niro , McDormand and the other good actors in the cast",0,16
132938,7170,"... the story is far-flung , illogical , and plain stupid .",0,12
74776,3833,will have found a cult favorite to enjoy for a lifetime .,1,12
119540,6390,an engrossing entertainment,1,3
105005,5546,a movie this bad,0,4
11423,490,"Romantic , riveting and handsomely",1,5
108636,5750,An engrossing and grim portrait of hookers : what they think of themselves and their clients .,1,17
29594,1371,has no point and goes nowhere,0,6
63871,3232,Star Trek : Nemesis is even more suggestive of a 65th class reunion mixer where only eight surviving members show up -- and there 's nothing to drink .,0,29
24267,1103,The wonderful combination of the sweetness and the extraordinary technical accomplishments of the first film,1,15
91603,4766,", funny",1,2
115486,6153,"It 's hard to imagine any recent film , independent or otherwise , that makes as much of a mess as this one .",0,24
70735,3605,Birthday Girl walks a tricky tightrope between being wickedly funny and just plain wicked .,1,15
97915,5127,as a director Washington demands and receives excellent performances,1,9
55518,2771,"hilariously , gloriously alive , and quite often hotter",1,9
96131,5022,'s a fun adventure movie for kids -LRB- of all ages -RRB- that like adventure,1,15
125494,6743,so hyped up that a curious sense of menace informs everything,0,11
67254,3412,'s awfully entertaining to watch .,1,6
67,2,"quiet , introspective and entertaining independent",1,6
134201,7242,"at this time , with this cast , this movie is hopeless",0,12
80444,4144,you wonder what anyone saw in this film that allowed it to get made .,0,15
76260,3914,It 's loud and boring ; watching it is like being trapped at a bad rock concert,0,17
46845,2281,sitting through Dahmer 's two hours amounts to little more than punishment .,0,13
105859,5587,Salma goes native and she 's never been better in this colorful bio-pic of a Mexican icon .,1,18
47218,2301,wrong with a comedy where the only belly laughs come from the selection of outtakes tacked onto the end credits,0,20
69031,3507,Not since Ghostbusters has a film used Manhattan 's architecture in such a gloriously goofy way .,1,17
19382,851,the gorgeous piano and strings on the soundtrack,1,8
14727,635,There has been a string of ensemble cast romances recently ... but Peter Mattei 's Love in the Time of Money sets itself apart by forming a chain of relationships that come full circle to end on a positive -LRB- if tragic -RRB- note,1,44
9024,377,"Twenty years after its first release , E.T. remains the most wondrous of all Hollywood fantasies -- and the apex of Steven Spielberg 's misunderstood career .",1,27
145849,7930,"But mostly it 's a work that , with humor , warmth , and intelligence , captures a life interestingly lived .",1,22
88795,4612,inventive director,1,2
20611,920,An uncomfortable movie,0,3
79622,4099,"is meaningless , vapid and devoid of substance , in a movie that is definitely meaningless , vapid and devoid of substance",0,22
42356,2041,funniest film,1,2
125430,6739,the perfect starting point,1,4
137050,7413,"by its funny , moving yarn that holds up well after two decades",1,13
107458,5677,... a triumph of emotionally and narratively complex filmmaking .,1,10
24683,1125,"A buoyant romantic comedy about friendship , love , and the truth that we 're all in this together",1,19
96854,5062,gives a performance that is masterly .,1,7
9318,388,most multilayered and sympathetic female characters,1,6
30815,1433,"Talkiness is n't necessarily bad , but the dialogue frequently misses the mark",0,13
150469,8199,The logic of it all will be Greek to anyone not predisposed to the movie 's rude and crude humor .,0,21
108942,5767,"flawless film ,",1,3
103079,5433,The best film of the year 2002,1,7
151653,8273,brings this unknown slice of history affectingly to life .,1,10
149926,8165,Especially give credit to Affleck .,1,6
111281,5899,in the very top rank of French filmmakers,1,8
124428,6684,this is a must !,1,5
67623,3433,"very funny , very enjoyable ...",1,6
86540,4481,'ll be thinking of 51 ways to leave this loser .,0,11
78199,4023,make 105 minutes seem twice as long,0,7
3188,120,is in his element,1,4
64300,3255,"this might not seem like the proper cup of tea , however it is almost guaranteed that even the stuffiest cinema goers will laugh their \*\*\* off for an hour-and-a-half",1,30
70216,3575,folds under its own thinness,0,5
70235,3576,"resolutely unamusing , how thoroughly unrewarding all of this is",0,10
91268,4749,"will have been discovered , indulged in and rejected as boring before I see this piece of crap again .",0,20
57463,2898,the ensemble gives it a buoyant delivery,1,7
103953,5482,"'s steeped in mystery and a ravishing , baroque beauty",1,10
94890,4952,"the worst kind of mythologizing , the kind that sacrifices real heroism and abject suffering for melodrama .",0,18
134216,7243,an astounding performance,1,3
86289,4468,"deliver awe-inspiring , at times sublime , visuals",1,8
45149,2192,without a conclusion or pay off,0,6
39243,1873,One of those staggeringly well-produced,1,5
54844,2731,There 's an epic here,1,5
144662,7852,"The fun of the movie is the chance it affords to watch Jackson , who also served as executive producer , take his smooth , shrewd , powerful act abroad .",1,31
85796,4439,'s strongest and most touching movie of recent years,1,9
99548,5220,"IS as bad as you think , and worse than you can imagine",0,13
62919,3183,to my great pleasure,1,4
55051,2743,Where 's the movie here ?,0,6
58944,2972,every shot enhances the excellent performances,1,6
155944,8537,incredibly inane,0,2
108501,5742,"an inexplicable nightmare ,",0,4
50566,2487,hugely imaginative and successful casting to its great credit,1,9
139998,7596,is one dumb movie,0,4
34966,1645,mopes through a dreary tract of virtually plotless meanderings,0,9
104369,5506,her confidence in her material is merited,1,7
125235,6728,"pathetic , starving and untalented",0,5
87577,4546,is simply a well-made and satisfying thriller,1,7
84155,4347,a perfect family film,1,4
18629,817,very attractive about this movie,1,5
119389,6385,", Eileen Walsh , an engaging , wide-eyed actress whose teeth are a little too big for her mouth , infuses the movie with much of its slender , glinting charm .",1,32
80301,4138,outrageously creative action,1,3
87480,4539,"touching , sophisticated film",1,4
35599,1678,"It cuts to the core of what it actually means to face your fears , to be a girl in a world of boys , to be a boy truly in love with a girl , and to ride the big metaphorical wave that is life -- wherever it takes you .",1,52
2848,109,returns to narrative filmmaking with a visually masterful work of quiet power .,1,13
19902,881,slapdash disaster,0,2
51775,2554,catches you up in something bigger than yourself,1,8
28629,1324,of purpose,1,2
47205,2300,the movie itself does n't stand a ghost of a chance,0,11
9773,406,plays like a 95-minute commercial for NBA properties,0,8
32490,1522,cerebral and cinemantic flair,1,4
81500,4203,`` Minority Report '' astounds .,1,6
28723,1331,A semi-autobiographical film that 's so sloppily written and cast that you can not believe anyone more central to the creation of Bugsy than the caterer,0,26
42485,2048,of bad animation and mindless violence,0,6
119688,6401,is a total misfire .,0,5
95845,5008,pack your knitting needles .,0,5
47247,2302,work and 2002 's first great film,1,7
120727,6458,great performance,1,2
135749,7334,many ways the perfect festival film :,1,7
97995,5132,no interesting concept,0,3
143197,7774,A delightful stimulus for the optic nerves,1,7
72372,3699,Abandon all hope of a good movie ye who enter here,0,11
95539,4988,oo many of these gross,0,5
97748,5117,is a masterfully conducted work .,1,6
117222,6254,Serious and thoughtful .,1,4
113791,6048,Vibrantly colored and beautifully designed,1,5
73430,3753,'s refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original .,1,23
66609,3380,that anyone in his right mind would want to see the it,0,12
23187,1050,also demonstrate how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were .,0,19
19290,847,is about the worst thing Chan has done in the United States .,0,13
94803,4946,"Aside from the fact that the film idiotically uses the website feardotcom.com or the improperly hammy performance from poor Stephen Rea , the film gets added disdain for the fact that it is nearly impossible to look at or understand .",0,41
31546,1477,With little visible talent and no energy,0,7
68678,3489,is oppressively heavy .,0,4
65520,3318,a disaster,0,2
142484,7734,seriously bad,0,2
126724,6813,director Shekhar Kapur supplies with tremendous skill,1,7
48648,2375,for a riveting movie experience,1,5
38340,1825,that 's not the least bit romantic and only mildly funny,0,11
129568,6967,", sweaty-palmed fun",1,3
44040,2134,it makes My Big Fat Greek Wedding look like an apartheid drama,0,12
115660,6164,"Mr. Nachtwey has traveled to places in the world devastated by war , famine and poverty and documented the cruelty and suffering he has found with an devastating , eloquent clarity .",1,32
36439,1724,entertaining and audacious moments,1,4
144946,7871,", it is quite possibly the sturdiest example yet of why the DV revolution has cheapened the artistry of making a film .",0,23
94047,4907,"the most part a useless movie , even with",0,9
115474,6152,with a fresh point of view,1,6
127794,6873,"and your reward will be a thoughtful , emotional movie experience .",1,12
84648,4380,hugely rewarding experience,1,3
36942,1750,truly gorgeous,1,2
105917,5591,truly funny,1,2
48351,2360,You ca n't believe anyone would really buy this stuff .,0,11
147642,8034,"that work -- is charming , is moving",1,8
43485,2102,"is extremely straight and mind-numbingly stilted , its episodic pacing keeping the film from developing any storytelling flow",0,18
1337,50,"has the grace to call for prevention rather than to place blame , making it one of the best war movies ever made .",1,24
12724,548,it becomes long and tedious like a classroom play in a college history course .,0,15
73874,3778,no earthly reason other than money why this distinguished actor would stoop so low,0,14
124841,6708,has created a beautiful canvas,1,5
100359,5266,could n't recommend this film more,1,6
18802,826,remarkably alluring film,1,3
4673,178,is plainly dull and visually ugly when it is n't incomprehensible,0,11
28003,1286,is a case of too many chefs fussing over too weak a recipe,0,13
49243,2408,"degrades its characters , its stars and its audience .",0,10
83196,4296,A whale of a good time for both children and parents,1,11
104,3,have a hard time sitting through this one,0,8
54393,2703,such an achievement,1,3
132340,7136,"A dull , dumb and derivative horror film .",0,9
119673,6400,top of the same old crap,0,6
4426,167,"Has no reason to exist , other than to employ Hollywood kids and people who owe favors to their famous parents .",0,22
16852,730,You can not guess why the cast and crew did n't sign a pact to burn the negative and the script and pretend the whole thing never existed .,0,29
5729,227,"more confused , less interesting and more",0,7
72954,3726,cinematography to the outstanding soundtrack and,1,6
104505,5515,a surprisingly anemic disappointment,0,4
89827,4674,is a movie that deserves recommendation,1,6
62453,3158,entirely memorable,1,2
46826,2279,worthy and devastating,1,3
115491,6153,"imagine any recent film , independent or otherwise , that makes as much of a mess as this one",0,19
